,order_id,order_line,order_date,model,quantity,price,total_price,bikeshop_name,location,category_1,category_2,frame_material,city,state
1701,223.0,6.0,2011-08-11,Beast of the East 1,1.0,2770,2770.0,Miami Race Equipment,"Miami, FL",Mountain,Trail,Aluminum,Miami,FL
1702,224.0,1.0,2011-08-12,Bad Habit 1,4.0,3200,12800.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Trail,Aluminum,Oklahoma City,OK
1703,224.0,2.0,2011-08-12,Synapse Carbon Disc Ultegra,1.0,3730,3730.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Carbon,Oklahoma City,OK
1704,224.0,3.0,2011-08-12,CAAD8 Tiagra,1.0,1250,1250.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Aluminum,Oklahoma City,OK
1705,224.0,4.0,2011-08-12,F-Si 1,1.0,2340,2340.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Cross Country Race,Aluminum,Oklahoma City,OK
1706,224.0,5.0,2011-08-12,Supersix Evo Hi-Mod Utegra,1.0,4260,4260.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Carbon,Oklahoma City,OK
1707,224.0,6.0,2011-08-12,Synapse Disc Adventure,1.0,2130,2130.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Aluminum,Oklahoma City,OK
1708,224.0,7.0,2011-08-12,Slice Ultegra D12,1.0,3200,3200.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Triathalon,Carbon,Oklahoma City,OK
1709,224.0,8.0,2011-08-12,Syapse Carbon Tiagra,1.0,1840,1840.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Carbon,Oklahoma City,OK
1710,224.0,9.0,2011-08-12,CAAD8 Claris,1.0,815,815.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Aluminum,Oklahoma City,OK
1711,224.0,10.0,2011-08-12,Fat CAAD2,1.0,2130,2130.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Fat Bike,Aluminum,Oklahoma City,OK
1712,224.0,11.0,2011-08-12,Slice Ultegra,3.0,2700,8100.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Triathalon,Carbon,Oklahoma City,OK
1713,224.0,12.0,2011-08-12,Supersix Evo Ultegra 4,1.0,2660,2660.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Carbon,Oklahoma City,OK
1714,224.0,13.0,2011-08-12,CAAD8 Sora,1.0,1030,1030.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Aluminum,Oklahoma City,OK
1715,224.0,14.0,2011-08-12,Slice Hi-Mod Dura Ace D12,1.0,4500,4500.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Triathalon,Carbon,Oklahoma City,OK
1716,224.0,15.0,2011-08-12,Slice 105,3.0,1950,5850.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Triathalon,Carbon,Oklahoma City,OK
1717,224.0,16.0,2011-08-12,CAAD12 Disc Dura Ace,1.0,4260,4260.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Aluminum,Oklahoma City,OK
1718,224.0,17.0,2011-08-12,Synapse Claris,1.0,870,870.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Aluminum,Oklahoma City,OK
1719,224.0,18.0,2011-08-12,Supersix Evo Tiagra,1.0,1840,1840.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Carbon,Oklahoma City,OK
1720,224.0,19.0,2011-08-12,Synapse Carbon Ultegra 3,2.0,3200,6400.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Carbon,Oklahoma City,OK
1721,224.0,20.0,2011-08-12,Synapse Carbon 105,1.0,2240,2240.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Carbon,Oklahoma City,OK
1722,224.0,21.0,2011-08-12,Synapse Sora,5.0,1030,5150.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Aluminum,Oklahoma City,OK
1723,224.0,22.0,2011-08-12,CAAD12 Disc 105,1.0,1950,1950.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Aluminum,Oklahoma City,OK
1724,224.0,23.0,2011-08-12,Supersix Evo Hi-Mod Team,1.0,10660,10660.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Carbon,Oklahoma City,OK
1725,224.0,24.0,2011-08-12,CAAD Disc Ultegra,1.0,2660,2660.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Aluminum,Oklahoma City,OK
1726,224.0,25.0,2011-08-12,Beast of the East 1,1.0,2770,2770.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Trail,Aluminum,Oklahoma City,OK
1727,225.0,1.0,2011-08-16,Syapse Carbon Tiagra,1.0,1840,1840.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Carbon,Oklahoma City,OK
1728,225.0,2.0,2011-08-16,Synapse Disc Tiagra,1.0,1250,1250.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Aluminum,Oklahoma City,OK
1729,226.0,1.0,2011-08-16,Bad Habit 1,1.0,3200,3200.0,Denver Bike Shop,"Denver, CO",Mountain,Trail,Aluminum,Denver,CO
1730,226.0,2.0,2011-08-16,F-Si 2,2.0,2060,4120.0,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Aluminum,Denver,CO
1731,226.0,3.0,2011-08-16,Scalpel-Si 5,3.0,3200,9600.0,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Aluminum,Denver,CO
1732,226.0,4.0,2011-08-16,Slice Ultegra,3.0,2700,8100.0,Denver Bike Shop,"Denver, CO",Road,Triathalon,Carbon,Denver,CO
1733,226.0,5.0,2011-08-16,Trail 4,1.0,980,980.0,Denver Bike Shop,"Denver, CO",Mountain,Sport,Aluminum,Denver,CO
1734,226.0,6.0,2011-08-16,Jekyll Carbon 1,1.0,7990,7990.0,Denver Bike Shop,"Denver, CO",Mountain,Over Mountain,Carbon,Denver,CO
1735,226.0,7.0,2011-08-16,F-Si Hi-Mod Team,1.0,9060,9060.0,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Carbon,Denver,CO
1736,226.0,8.0,2011-08-16,CAAD12 Disc 105,1.0,1950,1950.0,Denver Bike Shop,"Denver, CO",Road,Elite Road,Aluminum,Denver,CO
1737,227.0,1.0,2011-08-17,CAAD12 Disc Dura Ace,3.0,4260,12780.0,Pittsburgh Mountain Machines,"Pittsburgh, PA",Road,Elite Road,Aluminum,Pittsburgh,PA
1738,228.0,1.0,2011-08-19,Catalyst 2,2.0,585,1170.0,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS
1739,229.0,1.0,2011-08-22,Scalpel-Si Race,1.0,9060,9060.0,New York Cycles,"New York, NY",Mountain,Cross Country Race,Carbon,New York,NY
1740,229.0,2.0,2011-08-22,CAAD8 Claris,1.0,815,815.0,New York Cycles,"New York, NY",Road,Elite Road,Aluminum,New York,NY
1741,230.0,1.0,2011-08-23,Supersix Evo Black Inc.,3.0,12790,38370.0,Cincinnati Speed,"Cincinnati, OH",Road,Elite Road,Carbon,Cincinnati,OH
1742,230.0,2.0,2011-08-23,Synapse Hi-Mod Disc Red,1.0,7460,7460.0,Cincinnati Speed,"Cincinnati, OH",Road,Endurance Road,Carbon,Cincinnati,OH
1743,231.0,1.0,2011-08-23,F-Si 2,2.0,2060,4120.0,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Aluminum,Denver,CO
1744,231.0,2.0,2011-08-23,Scalpel 29 4,1.0,3200,3200.0,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Aluminum,Denver,CO
1745,231.0,3.0,2011-08-23,Trail 1,1.0,1520,1520.0,Denver Bike Shop,"Denver, CO",Mountain,Sport,Aluminum,Denver,CO
1746,231.0,4.0,2011-08-23,Fat CAAD1,1.0,3730,3730.0,Denver Bike Shop,"Denver, CO",Mountain,Fat Bike,Aluminum,Denver,CO
1747,231.0,5.0,2011-08-23,Bad Habit 2,1.0,2660,2660.0,Denver Bike Shop,"Denver, CO",Mountain,Trail,Aluminum,Denver,CO
1748,232.0,1.0,2011-08-23,F-Si Hi-Mod 1,1.0,6390,6390.0,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Cross Country Race,Carbon,Phoenix,AZ
1749,232.0,2.0,2011-08-23,Habit Hi-Mod Black Inc.,3.0,12250,36750.0,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Trail,Carbon,Phoenix,AZ
1750,233.0,1.0,2011-08-23,SuperX Ultegra,9.0,2450,22050.0,Denver Bike Shop,"Denver, CO",Road,Cyclocross,Carbon,Denver,CO
1751,233.0,2.0,2011-08-23,Trail 5,1.0,815,815.0,Denver Bike Shop,"Denver, CO",Mountain,Sport,Aluminum,Denver,CO
1752,233.0,3.0,2011-08-23,CAAD Disc Ultegra,2.0,2660,5320.0,Denver Bike Shop,"Denver, CO",Road,Elite Road,Aluminum,Denver,CO
1753,233.0,4.0,2011-08-23,Synapse Disc Tiagra,2.0,1250,2500.0,Denver Bike Shop,"Denver, CO",Road,Endurance Road,Aluminum,Denver,CO
1754,233.0,5.0,2011-08-23,Scalpel 29 4,1.0,3200,3200.0,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Aluminum,Denver,CO
1755,233.0,6.0,2011-08-23,Synapse Carbon 105,2.0,2240,4480.0,Denver Bike Shop,"Denver, CO",Road,Endurance Road,Carbon,Denver,CO
1756,233.0,7.0,2011-08-23,Trail 3,1.0,1080,1080.0,Denver Bike Shop,"Denver, CO",Mountain,Sport,Aluminum,Denver,CO
1757,233.0,8.0,2011-08-23,Synapse Carbon Disc 105,1.0,2660,2660.0,Denver Bike Shop,"Denver, CO",Road,Endurance Road,Carbon,Denver,CO
1758,233.0,9.0,2011-08-23,Beast of the East 2,1.0,2130,2130.0,Denver Bike Shop,"Denver, CO",Mountain,Trail,Aluminum,Denver,CO
1759,233.0,10.0,2011-08-23,F-Si Carbon 2,1.0,4800,4800.0,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Carbon,Denver,CO
1760,233.0,11.0,2011-08-23,CAAD8 105,1.0,1410,1410.0,Denver Bike Shop,"Denver, CO",Road,Elite Road,Aluminum,Denver,CO
1761,233.0,12.0,2011-08-23,CAAD12 105,2.0,1680,3360.0,Denver Bike Shop,"Denver, CO",Road,Elite Road,Aluminum,Denver,CO
1762,233.0,13.0,2011-08-23,Fat CAAD2,1.0,2130,2130.0,Denver Bike Shop,"Denver, CO",Mountain,Fat Bike,Aluminum,Denver,CO
1763,233.0,14.0,2011-08-23,SuperX Hi-Mod CX1,1.0,3500,3500.0,Denver Bike Shop,"Denver, CO",Road,Cyclocross,Carbon,Denver,CO
1764,233.0,15.0,2011-08-23,F-Si Hi-Mod Team,1.0,9060,9060.0,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Carbon,Denver,CO
1765,233.0,16.0,2011-08-23,Bad Habit 1,1.0,3200,3200.0,Denver Bike Shop,"Denver, CO",Mountain,Trail,Aluminum,Denver,CO
1766,234.0,1.0,2011-08-24,Synapse Carbon Ultegra 3,1.0,3200,3200.0,Portland Bi-peds,"Portland, OR",Road,Endurance Road,Carbon,Portland,OR
1767,234.0,2.0,2011-08-24,Scalpel-Si Hi-Mod 1,1.0,7460,7460.0,Portland Bi-peds,"Portland, OR",Mountain,Cross Country Race,Carbon,Portland,OR
1768,234.0,3.0,2011-08-24,CAAD Disc Ultegra,1.0,2660,2660.0,Portland Bi-peds,"Portland, OR",Road,Elite Road,Aluminum,Portland,OR
1769,234.0,4.0,2011-08-24,Scalpel-Si Carbon 2,1.0,6390,6390.0,Portland Bi-peds,"Portland, OR",Mountain,Cross Country Race,Carbon,Portland,OR
1770,234.0,5.0,2011-08-24,Synapse Carbon Ultegra 4,1.0,2660,2660.0,Portland Bi-peds,"Portland, OR",Road,Endurance Road,Carbon,Portland,OR
1771,234.0,6.0,2011-08-24,Beast of the East 1,1.0,2770,2770.0,Portland Bi-peds,"Portland, OR",Mountain,Trail,Aluminum,Portland,OR
1772,234.0,7.0,2011-08-24,Supersix Evo Hi-Mod Utegra,1.0,4260,4260.0,Portland Bi-peds,"Portland, OR",Road,Elite Road,Carbon,Portland,OR
1773,235.0,1.0,2011-08-24,Synapse Hi-Mod Disc Ultegra,1.0,5330,5330.0,Denver Bike Shop,"Denver, CO",Road,Endurance Road,Carbon,Denver,CO
1774,235.0,2.0,2011-08-24,SuperX Rival CX1,2.0,1750,3500.0,Denver Bike Shop,"Denver, CO",Road,Cyclocross,Carbon,Denver,CO
1775,235.0,3.0,2011-08-24,Jekyll Carbon 1,1.0,7990,7990.0,Denver Bike Shop,"Denver, CO",Mountain,Over Mountain,Carbon,Denver,CO
1776,236.0,1.0,2011-08-26,Synapse Carbon Ultegra 3,1.0,3200,3200.0,Ann Arbor Speed,"Ann Arbor, MI",Road,Endurance Road,Carbon,Ann Arbor,MI
1777,236.0,2.0,2011-08-26,Synapse Hi-Mod Dura Ace,1.0,5860,5860.0,Ann Arbor Speed,"Ann Arbor, MI",Road,Endurance Road,Carbon,Ann Arbor,MI
1778,237.0,1.0,2011-08-30,Trigger Carbon 3,1.0,3730,3730.0,Denver Bike Shop,"Denver, CO",Mountain,Over Mountain,Carbon,Denver,CO
1779,237.0,2.0,2011-08-30,Habit Carbon 2,1.0,5330,5330.0,Denver Bike Shop,"Denver, CO",Mountain,Trail,Carbon,Denver,CO
1780,237.0,3.0,2011-08-30,Scalpel-Si Black Inc.,1.0,12790,12790.0,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Carbon,Denver,CO
1781,238.0,1.0,2011-09-02,Synapse Carbon Disc Ultegra D12,1.0,4800,4800.0,Ithaca Mountain Climbers,"Ithaca, NY",Road,Endurance Road,Carbon,Ithaca,NY
1782,238.0,2.0,2011-09-02,Catalyst 3,1.0,480,480.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Sport,Aluminum,Ithaca,NY
1783,238.0,3.0,2011-09-02,Scalpel-Si Black Inc.,1.0,12790,12790.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon,Ithaca,NY
1784,238.0,4.0,2011-09-02,F-Si Hi-Mod 1,1.0,6390,6390.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon,Ithaca,NY
1785,238.0,5.0,2011-09-02,Jekyll Carbon 1,1.0,7990,7990.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Over Mountain,Carbon,Ithaca,NY
1786,238.0,6.0,2011-09-02,SuperX Hi-Mod CX1,6.0,3500,21000.0,Ithaca Mountain Climbers,"Ithaca, NY",Road,Cyclocross,Carbon,Ithaca,NY
1787,238.0,7.0,2011-09-02,Fat CAAD1,1.0,3730,3730.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Fat Bike,Aluminum,Ithaca,NY
1788,238.0,8.0,2011-09-02,Scalpel 29 Carbon Race,1.0,6390,6390.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon,Ithaca,NY
1789,238.0,9.0,2011-09-02,Catalyst 2,1.0,585,585.0,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Sport,Aluminum,Ithaca,NY
1790,239.0,1.0,2011-09-06,CAAD12 Disc 105,1.0,1950,1950.0,Wichita Speed,"Wichita, KS",Road,Elite Road,Aluminum,Wichita,KS
1791,239.0,2.0,2011-09-06,Jekyll Carbon 3,1.0,3840,3840.0,Wichita Speed,"Wichita, KS",Mountain,Over Mountain,Carbon,Wichita,KS
1792,239.0,3.0,2011-09-06,Slice 105,1.0,1950,1950.0,Wichita Speed,"Wichita, KS",Road,Triathalon,Carbon,Wichita,KS
1793,239.0,4.0,2011-09-06,Slice Hi-Mod Black Inc.,1.0,7000,7000.0,Wichita Speed,"Wichita, KS",Road,Triathalon,Carbon,Wichita,KS
1794,239.0,5.0,2011-09-06,Synapse Carbon Disc 105,1.0,2660,2660.0,Wichita Speed,"Wichita, KS",Road,Endurance Road,Carbon,Wichita,KS
1795,239.0,6.0,2011-09-06,Scalpel-Si 5,1.0,3200,3200.0,Wichita Speed,"Wichita, KS",Mountain,Cross Country Race,Aluminum,Wichita,KS
1796,239.0,7.0,2011-09-06,Scalpel-Si Hi-Mod 1,3.0,7460,22380.0,Wichita Speed,"Wichita, KS",Mountain,Cross Country Race,Carbon,Wichita,KS
1797,239.0,8.0,2011-09-06,Synapse Hi-Mod Dura Ace,1.0,5860,5860.0,Wichita Speed,"Wichita, KS",Road,Endurance Road,Carbon,Wichita,KS
1798,239.0,9.0,2011-09-06,Synapse Carbon Disc Ultegra D12,3.0,4800,14400.0,Wichita Speed,"Wichita, KS",Road,Endurance Road,Carbon,Wichita,KS
1799,239.0,10.0,2011-09-06,Supersix Evo Ultegra 4,1.0,2660,2660.0,Wichita Speed,"Wichita, KS",Road,Elite Road,Carbon,Wichita,KS
1800,239.0,11.0,2011-09-06,Supersix Evo Red,1.0,3940,3940.0,Wichita Speed,"Wichita, KS",Road,Elite Road,Carbon,Wichita,KS
1801,239.0,12.0,2011-09-06,Synapse Carbon Ultegra 4,1.0,2660,2660.0,Wichita Speed,"Wichita, KS",Road,Endurance Road,Carbon,Wichita,KS
1802,239.0,13.0,2011-09-06,Scalpel-Si Black Inc.,1.0,12790,12790.0,Wichita Speed,"Wichita, KS",Mountain,Cross Country Race,Carbon,Wichita,KS
1803,239.0,14.0,2011-09-06,Supersix Evo Hi-Mod Dura Ace 1,2.0,7990,15980.0,Wichita Speed,"Wichita, KS",Road,Elite Road,Carbon,Wichita,KS
1804,239.0,15.0,2011-09-06,Jekyll Carbon 1,1.0,7990,7990.0,Wichita Speed,"Wichita, KS",Mountain,Over Mountain,Carbon,Wichita,KS
1805,239.0,16.0,2011-09-06,Supersix Evo Hi-Mod Dura Ace 2,1.0,5330,5330.0,Wichita Speed,"Wichita, KS",Road,Elite Road,Carbon,Wichita,KS
1806,239.0,17.0,2011-09-06,Synapse Carbon Disc Ultegra,1.0,3730,3730.0,Wichita Speed,"Wichita, KS",Road,Endurance Road,Carbon,Wichita,KS
1807,239.0,18.0,2011-09-06,SuperX Hi-Mod CX1,1.0,3500,3500.0,Wichita Speed,"Wichita, KS",Road,Cyclocross,Carbon,Wichita,KS
1808,239.0,19.0,2011-09-06,Synapse Carbon Ultegra 3,1.0,3200,3200.0,Wichita Speed,"Wichita, KS",Road,Endurance Road,Carbon,Wichita,KS
1809,239.0,20.0,2011-09-06,F-Si Black Inc.,1.0,11190,11190.0,Wichita Speed,"Wichita, KS",Mountain,Cross Country Race,Carbon,Wichita,KS
1810,239.0,21.0,2011-09-06,Habit Carbon 2,1.0,5330,5330.0,Wichita Speed,"Wichita, KS",Mountain,Trail,Carbon,Wichita,KS
1811,239.0,22.0,2011-09-06,Supersix Evo Hi-Mod Utegra,1.0,4260,4260.0,Wichita Speed,"Wichita, KS",Road,Elite Road,Carbon,Wichita,KS
1812,239.0,23.0,2011-09-06,CAAD8 Claris,1.0,815,815.0,Wichita Speed,"Wichita, KS",Road,Elite Road,Aluminum,Wichita,KS
1813,239.0,24.0,2011-09-06,Synapse Disc Adventure,1.0,2130,2130.0,Wichita Speed,"Wichita, KS",Road,Endurance Road,Aluminum,Wichita,KS
1814,239.0,25.0,2011-09-06,Catalyst 2,5.0,585,2925.0,Wichita Speed,"Wichita, KS",Mountain,Sport,Aluminum,Wichita,KS
1815,240.0,1.0,2011-09-06,CAAD8 Claris,1.0,815,815.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Aluminum,Oklahoma City,OK
1816,240.0,2.0,2011-09-06,Bad Habit 2,1.0,2660,2660.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Trail,Aluminum,Oklahoma City,OK
1817,240.0,3.0,2011-09-06,Synapse Carbon Disc Ultegra D12,3.0,4800,14400.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Carbon,Oklahoma City,OK
1818,240.0,4.0,2011-09-06,Slice Ultegra D12,1.0,3200,3200.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Triathalon,Carbon,Oklahoma City,OK
1819,240.0,5.0,2011-09-06,CAAD8 Tiagra,2.0,1250,2500.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Aluminum,Oklahoma City,OK
1820,240.0,6.0,2011-09-06,Synapse Hi-Mod Disc Red,1.0,7460,7460.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Carbon,Oklahoma City,OK
1821,240.0,7.0,2011-09-06,Synapse Disc 105,1.0,1570,1570.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Aluminum,Oklahoma City,OK
1822,240.0,8.0,2011-09-06,CAAD12 Disc 105,1.0,1950,1950.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Aluminum,Oklahoma City,OK
1823,240.0,9.0,2011-09-06,CAAD12 Black Inc,1.0,5860,5860.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Aluminum,Oklahoma City,OK
1824,240.0,10.0,2011-09-06,Syapse Carbon Tiagra,1.0,1840,1840.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Carbon,Oklahoma City,OK
1825,240.0,11.0,2011-09-06,CAAD12 105,1.0,1680,1680.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Aluminum,Oklahoma City,OK
1826,240.0,12.0,2011-09-06,Synapse Disc Adventure,1.0,2130,2130.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Aluminum,Oklahoma City,OK
1827,241.0,1.0,2011-09-06,Trigger Carbon 3,2.0,3730,7460.0,Denver Bike Shop,"Denver, CO",Mountain,Over Mountain,Carbon,Denver,CO
1828,242.0,1.0,2011-09-08,Catalyst 3,2.0,480,960.0,Indianapolis Velocipedes,"Indianapolis, IN",Mountain,Sport,Aluminum,Indianapolis,IN
1829,242.0,2.0,2011-09-08,Synapse Disc 105,1.0,1570,1570.0,Indianapolis Velocipedes,"Indianapolis, IN",Road,Endurance Road,Aluminum,Indianapolis,IN
1830,242.0,3.0,2011-09-08,Supersix Evo Tiagra,1.0,1840,1840.0,Indianapolis Velocipedes,"Indianapolis, IN",Road,Elite Road,Carbon,Indianapolis,IN
1831,242.0,4.0,2011-09-08,Synapse Hi-Mod Disc Red,1.0,7460,7460.0,Indianapolis Velocipedes,"Indianapolis, IN",Road,Endurance Road,Carbon,Indianapolis,IN
1832,242.0,5.0,2011-09-08,Supersix Evo Hi-Mod Utegra,2.0,4260,8520.0,Indianapolis Velocipedes,"Indianapolis, IN",Road,Elite Road,Carbon,Indianapolis,IN
1833,242.0,6.0,2011-09-08,Catalyst 4,1.0,415,415.0,Indianapolis Velocipedes,"Indianapolis, IN",Mountain,Sport,Aluminum,Indianapolis,IN
1834,242.0,7.0,2011-09-08,Bad Habit 1,1.0,3200,3200.0,Indianapolis Velocipedes,"Indianapolis, IN",Mountain,Trail,Aluminum,Indianapolis,IN
1835,242.0,8.0,2011-09-08,F-Si 2,1.0,2060,2060.0,Indianapolis Velocipedes,"Indianapolis, IN",Mountain,Cross Country Race,Aluminum,Indianapolis,IN
1836,242.0,9.0,2011-09-08,Syapse Carbon Tiagra,1.0,1840,1840.0,Indianapolis Velocipedes,"Indianapolis, IN",Road,Endurance Road,Carbon,Indianapolis,IN
1837,242.0,10.0,2011-09-08,SuperX Hi-Mod CX1,1.0,3500,3500.0,Indianapolis Velocipedes,"Indianapolis, IN",Road,Cyclocross,Carbon,Indianapolis,IN
1838,243.0,1.0,2011-09-08,Scalpel 29 4,1.0,3200,3200.0,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Aluminum,Denver,CO
1839,243.0,2.0,2011-09-08,Fat CAAD2,1.0,2130,2130.0,Denver Bike Shop,"Denver, CO",Mountain,Fat Bike,Aluminum,Denver,CO
1840,243.0,3.0,2011-09-08,Catalyst 1,1.0,705,705.0,Denver Bike Shop,"Denver, CO",Mountain,Sport,Aluminum,Denver,CO
1841,243.0,4.0,2011-09-08,Scalpel 29 Carbon Race,1.0,6390,6390.0,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Carbon,Denver,CO
1842,243.0,5.0,2011-09-08,Supersix Evo Ultegra 3,1.0,3200,3200.0,Denver Bike Shop,"Denver, CO",Road,Elite Road,Carbon,Denver,CO
1843,243.0,6.0,2011-09-08,SuperX 105,1.0,1960,1960.0,Denver Bike Shop,"Denver, CO",Road,Cyclocross,Carbon,Denver,CO
1844,243.0,7.0,2011-09-08,Beast of the East 3,1.0,1620,1620.0,Denver Bike Shop,"Denver, CO",Mountain,Trail,Aluminum,Denver,CO
1845,243.0,8.0,2011-09-08,F-Si Carbon 4,1.0,2880,2880.0,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Carbon,Denver,CO
1846,244.0,1.0,2011-09-08,Beast of the East 1,2.0,2770,5540.0,Denver Bike Shop,"Denver, CO",Mountain,Trail,Aluminum,Denver,CO
1847,244.0,2.0,2011-09-08,Synapse Sora,1.0,1030,1030.0,Denver Bike Shop,"Denver, CO",Road,Endurance Road,Aluminum,Denver,CO
1848,244.0,3.0,2011-09-08,F-Si 1,3.0,2340,7020.0,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Aluminum,Denver,CO
1849,244.0,4.0,2011-09-08,Catalyst 2,1.0,585,585.0,Denver Bike Shop,"Denver, CO",Mountain,Sport,Aluminum,Denver,CO
1850,244.0,5.0,2011-09-08,Trail 3,1.0,1080,1080.0,Denver Bike Shop,"Denver, CO",Mountain,Sport,Aluminum,Denver,CO
1851,244.0,6.0,2011-09-08,Trail 1,1.0,1520,1520.0,Denver Bike Shop,"Denver, CO",Mountain,Sport,Aluminum,Denver,CO
1852,244.0,7.0,2011-09-08,Habit Carbon SE,1.0,4480,4480.0,Denver Bike Shop,"Denver, CO",Mountain,Trail,Carbon,Denver,CO
1853,244.0,8.0,2011-09-08,Scalpel-Si Carbon 2,1.0,6390,6390.0,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Carbon,Denver,CO
1854,244.0,9.0,2011-09-08,CAAD12 Red,1.0,3200,3200.0,Denver Bike Shop,"Denver, CO",Road,Elite Road,Aluminum,Denver,CO
1855,245.0,1.0,2011-09-09,Synapse Disc 105,1.0,1570,1570.0,Kansas City 29ers,"Kansas City, KS",Road,Endurance Road,Aluminum,Kansas City,KS
1856,245.0,2.0,2011-09-09,Scalpel-Si Black Inc.,1.0,12790,12790.0,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon,Kansas City,KS
1857,246.0,1.0,2011-09-13,Supersix Evo Hi-Mod Dura Ace 2,1.0,5330,5330.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Carbon,Oklahoma City,OK
1858,246.0,2.0,2011-09-13,Synapse Disc Tiagra,1.0,1250,1250.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Aluminum,Oklahoma City,OK
1859,246.0,3.0,2011-09-13,Supersix Evo Hi-Mod Dura Ace 1,1.0,7990,7990.0,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Carbon,Oklahoma City,OK
